time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,hrv,core_temperature,skin_temperature,respiration,tidal_volume,tidal_volume_min,heat_strain_index,HeatStrainIndex,PercentageinZ2,TymeBreathRate,TymeVentilation
7230,252,74,129,70571.64,9.461,21,33,51.0,469:469,38.02,27.35,34.6,256.0,84.0,0.0,0.0,0.4505186,34.6,84.0
7231,257,74,129,70581.12,9.461,21,33,51.0,460,38.02,27.35,34.6,192.0,69.0,0.0,0.0,0.45064065,34.6,69.0
7232,257,74,128,70590.57,9.461,21,33,51.0,472:476:460,38.02,27.35,36.1,187.0,70.0,0.0,0.0,0.45076266,36.1,70.0
7233,252,75,128,70600.03,9.461,21,32,51.0,472:469,38.02,27.35,36.1,187.0,70.0,0.0,0.0,0.4508847,36.1,70.0
7234,255,74,128,70609.49,9.461,21,33,52.0,476:465,38.02,27.35,36.1,170.0,64.0,0.0,0.0,0.4510067,36.1,64.0
7235,255,74,128,70618.95,9.461,21,33,52.0,469:467,38.02,27.35,37.5,173.0,65.0,0.0,0.0,0.45112875,37.5,65.0
7236,254,74,128,70628.41,9.461,22,33,52.0,469:472,38.02,27.35,37.5,173.0,65.0,0.0,0.0,0.45125076,37.5,65.0
7237,254,73,128,70637.87,9.461,21,33,52.0,469:469,38.02,27.35,38.5,175.0,65.0,0.0,0.0,0.4513728,38.5,65.0
7238,260,74,128,70647.33,9.461,22,34,52.0,469:469:472,38.02,27.35,38.5,175.0,65.0,0.0,0.0,0.4514948,38.5,65.0
7239,256,76,128,70656.79,9.461,22,32,52.0,465:472,38.02,27.35,37.5,174.0,66.0,0.0,0.0,0.45161685,37.5,66.0
7240,252,76,128,70666.25,9.461,22,32,51.0,472:469,38.02,27.35,37.5,174.0,66.0,0.0,0.0,0.45173886,37.5,66.0
7241,257,75,128,70675.71,9.461,22,33,51.0,472:472,38.02,27.3,36.6,158.0,58.0,0.0,0.0,0.4518609,36.6,58.0
7242,258,76,128,70685.21,9.461,21,32,51.0,465:465,38.02,27.35,37.5,181.0,70.0,0.0,0.0,0.45198292,37.5,70.0
7243,251,77,128,70694.66,9.461,22,31,51.0,469:465,38.02,27.35,37.5,181.0,70.0,0.0,0.0,0.45210496,37.5,70.0
7244,255,75,128,70704.11,9.461,22,32,51.0,492:444:463,38.02,27.35,36.6,212.0,78.0,0.0,0.0,0.45222697,36.6,78.0
7245,256,75,129,70713.57,9.461,22,33,51.0,465:460,38.02,27.35,36.6,250.0,94.0,0.0,0.0,0.452349,36.6,94.0
7246,254,75,129,70723.03,9.461,22,32,51.0,456,38.02,27.35,36.6,250.0,94.0,0.0,0.0,0.45247102,36.6,94.0
7247,255,75,128,70732.49,9.461,22,32,51.0,476,38.02,27.35,36.6,251.0,89.0,0.0,0.0,0.45259306,36.6,89.0
7248,253,74,129,70741.95,9.461,22,33,51.0,463:444,38.02,27.35,35.6,263.0,88.0,0.0,0.0,0.45271507,35.6,88.0
7249,256,73,129,70751.41,9.461,21,33,51.0,469:460,38.02,27.35,34.8,239.0,80.0,0.0,0.0,0.4528371,34.8,80.0
7250,255,73,129,70760.87,9.461,21,33,51.0,469:469,38.02,27.35,34.8,238.0,74.0,0.0,0.0,0.45295912,34.8,74.0
7251,252,73,129,70770.33,9.461,21,33,51.0,465:463,38.02,27.35,34.8,222.0,74.0,0.0,0.0,0.45308116,34.8,74.0
7252,256,73,129,70779.79,9.461,21,33,51.0,465:469:465,38.02,27.35,34.8,222.0,74.0,0.0,0.0,0.45320317,34.8,74.0
7253,257,73,129,70789.25,9.461,21,34,51.0,469:465,38.02,27.35,35.8,216.0,77.0,0.0,0.0,0.4533252,35.8,77.0
7254,257,75,129,70798.71,9.461,21,33,51.0,465:467,38.02,27.35,33.9,257.0,90.0,0.0,0.0,0.45344722,33.9,90.0
7255,255,75,128,70808.17,9.461,21,32,51.0,472:492,38.02,27.35,35.8,222.0,82.0,0.0,0.0,0.45356926,35.8,82.0
7256,256,76,128,70817.64,9.461,21,32,51.0,460:472,38.02,27.35,35.8,233.0,84.0,0.0,0.0,0.45369127,35.8,84.0
7257,253,76,127,70827.1,9.461,21,32,51.0,479:479,38.02,27.35,38.2,207.0,78.0,0.0,0.0,0.4538133,38.2,78.0
7258,254,75,127,70836.56,9.461,21,32,52.0,495:449,38.02,27.3,38.2,207.0,78.0,0.0,0.0,0.45393533,38.2,78.0
7259,253,73,127,70846.02,9.461,21,33,52.0,479:479:476,38.02,27.3,38.2,154.0,66.0,0.0,0.0,0.45405737,38.2,66.0
7260,254,73,127,70855.48,9.461,21,33,52.0,476:472,38.02,27.3,36.3,238.0,74.0,0.0,0.0,0.45417938,36.3,74.0
7261,257,73,126,70864.94,9.461,21,34,52.0,472:479,38.02,27.35,36.3,298.0,84.0,0.0,0.0,0.45430142,36.3,84.0
7262,254,73,127,70874.4,9.461,21,33,52.0,465:472,38.02,27.35,33.8,291.0,70.0,0.0,0.0,0.45442343,33.8,70.0
7263,255,73,127,70883.86,9.461,21,33,52.0,472,38.02,27.3,37.7,247.0,70.0,0.0,0.0,0.45454547,37.7,70.0
7264,254,73,127,70893.32,9.461,21,33,52.0,938:467,38.02,27.35,37.7,229.0,77.0,0.0,0.0,0.45466748,37.7,77.0
7265,254,72,127,70902.78,9.461,21,34,51.0,460:472,38.02,27.3,37.7,170.0,72.0,0.0,0.0,0.45478952,37.7,72.0
7266,257,72,127,70912.24,9.461,21,34,51.0,472:472,38.02,27.35,36.6,182.0,75.0,0.0,0.0,0.45491153,36.6,75.0
7267,257,73,128,70921.71,9.461,21,34,51.0,483:449,38.02,27.3,36.6,185.0,83.0,0.0,0.0,0.45503357,36.6,83.0
7268,256,75,128,70931.2,9.461,21,33,50.0,463:469:456,38.02,27.3,37.4,239.0,93.0,0.0,0.0,0.45515558,37.4,93.0
7269,254,75,128,70940.64,9.461,21,32,50.0,476:469,38.02,27.3,37.4,271.0,91.0,0.0,0.0,0.45527762,37.4,91.0
7270,254,75,128,70950.1,9.461,21,32,50.0,472:469,38.02,27.3,37.4,286.0,89.0,0.0,0.0,0.45539963,37.4,89.0
7271,252,73,128,70959.56,9.461,21,33,50.0,472:469,38.02,27.3,36.2,285.0,91.0,0.0,0.0,0.45552167,36.2,91.0
7272,257,73,128,70969.02,9.461,21,34,50.0,465:472,38.02,27.35,36.2,285.0,91.0,0.0,0.0,0.45564368,36.2,91.0
7273,255,73,128,70978.48,9.461,21,33,50.0,469:469,38.02,27.3,36.2,266.0,88.0,0.0,0.0,0.45576572,36.2,88.0
7274,253,73,128,70987.98,9.461,21,33,51.0,925:465,38.02,27.3,32.0,250.0,79.0,0.0,0.0,0.45588773,32.0,79.0
7275,257,72,129,70997.4,9.461,21,34,51.0,921,38.02,27.3,33.0,231.0,85.0,0.0,0.0,0.45600978,33.0,85.0
7276,256,73,129,71006.86,9.461,21,33,50.0,460,38.02,27.3,33.0,238.0,84.0,0.0,0.0,0.4561318,33.0,84.0
7277,255,73,128,71016.32,9.461,21,33,50.0,467,38.02,27.3,34.7,244.0,87.0,0.0,0.0,0.45625383,34.7,87.0
7278,255,73,129,71025.78,9.461,21,33,50.0,444:460,38.02,27.3,34.7,244.0,87.0,0.0,0.0,0.45637584,34.7,87.0
7279,256,73,130,71035.24,9.461,21,33,50.0,479:437,38.02,27.3,35.0,250.0,89.0,0.0,0.0,0.45649788,35.0,89.0
7280,253,73,129,71044.71,9.461,21,33,50.0,465:467,38.02,27.3,35.0,247.0,80.0,0.0,0.0,0.4566199,35.0,80.0
7281,253,72,130,71054.17,9.461,21,34,51.0,456:469:456,38.02,27.3,33.4,215.0,71.0,0.0,0.0,0.45674193,33.4,71.0
7282,254,71,129,71063.63,9.461,21,34,51.0,469,38.02,27.3,37.7,169.0,59.0,0.0,0.0,0.45686394,37.7,59.0
7283,255,70,129,71073.09,9.461,21,35,51.0,465:460:467,38.02,27.3,39.4,156.0,61.0,0.0,0.0,0.45698598,39.4,61.0
7284,257,71,130,71082.55,9.461,21,35,51.0,460:456,38.02,27.3,43.2,139.0,64.0,0.0,0.0,0.457108,43.2,64.0
7285,258,71,130,71092.01,9.461,21,35,51.0,465:465:460,38.02,27.3,43.2,139.0,64.0,0.0,0.0,0.45723003,43.2,64.0
7286,258,75,130,71101.47,9.461,21,33,51.0,460:448,38.02,27.3,44.1,168.0,76.0,0.0,0.0,0.45735204,44.1,76.0
7287,253,76,130,71110.93,9.461,21,32,51.0,469:465,38.02,27.3,44.1,184.0,83.0,0.0,0.0,0.45747408,44.1,83.0
7288,255,76,130,71120.39,9.461,21,32,51.0,460:456,38.02,27.3,44.1,257.0,89.0,0.0,0.0,0.4575961,44.1,89.0
7289,255,75,130,71129.85,9.461,21,32,51.0,460:456,38.02,27.3,44.1,300.0,94.0,0.0,0.0,0.45771813,44.1,94.0
7290,253,75,130,71139.32,9.461,21,32,51.0,456:456,38.02,27.3,39.3,214.0,79.0,0.0,0.0,0.45784014,39.3,79.0
7291,254,74,131,71148.78,9.461,21,33,50.0,453:456,38.02,27.3,39.3,197.0,71.0,0.0,0.0,0.4579622,39.3,71.0
7292,256,73,131,71158.24,9.461,21,33,50.0,460:456:456,38.02,27.3,37.6,198.0,74.0,0.0,0.0,0.4580842,37.6,74.0
7293,255,73,131,71167.7,9.461,21,33,49.0,444:463,38.02,27.3,37.6,198.0,74.0,0.0,0.0,0.45820624,37.6,74.0
7294,255,73,131,71177.16,9.461,21,33,49.0,456,38.02,27.3,37.6,151.0,71.0,0.0,0.0,0.45832825,37.6,71.0
7295,257,74,131,71186.62,9.461,21,33,49.0,456:453:460,38.02,27.3,34.2,184.0,78.0,0.0,0.0,0.4584503,34.2,78.0
7296,253,75,131,71196.08,9.461,21,32,48.0,456:465,38.02,27.3,34.2,200.0,70.0,0.0,0.0,0.4585723,34.2,70.0
7297,255,74,131,71205.57,9.461,21,33,48.0,460:456,38.02,27.3,34.8,206.0,60.0,0.0,0.0,0.45869434,34.8,60.0
7298,254,75,131,71215.0,9.461,21,32,48.0,460:465,38.02,27.3,34.8,206.0,60.0,0.0,0.0,0.45881635,34.8,60.0
7299,253,73,130,71224.46,9.461,21,33,48.0,456:465,38.02,27.3,33.3,225.0,65.0,0.0,0.0,0.4589384,33.3,65.0
7300,259,73,130,71233.92,9.461,21,34,48.0,460:460:456,38.02,27.3,33.3,235.0,78.0,0.0,0.0,0.4590604,33.3,78.0
7301,258,74,131,71243.4,9.461,21,33,48.0,483:437,38.02,27.3,33.3,248.0,86.0,0.0,0.0,0.45918244,33.3,86.0
7302,253,77,131,71252.85,9.461,21,31,49.0,460:456:456,38.02,27.3,28.9,293.0,90.0,0.0,0.0,0.45930445,28.9,90.0
7303,255,77,130,71262.31,9.461,21,32,49.0,463:460,38.02,27.3,28.9,293.0,90.0,0.0,0.0,0.4594265,28.9,90.0
7304,255,75,130,71271.77,9.461,21,32,49.0,465:460,38.02,27.3,31.9,291.0,97.0,0.0,0.0,0.4595485,31.9,97.0
7305,256,75,130,71281.23,9.461,21,33,50.0,460:465,38.02,27.3,33.3,295.0,93.0,0.0,0.0,0.45967054,33.3,93.0
7306,256,76,130,71290.69,9.461,21,32,51.0,456,38.02,27.3,33.3,295.0,93.0,0.0,0.0,0.45979255,33.3,93.0
7307,255,76,129,71300.19,9.461,21,32,51.0,469,38.02,27.3,33.3,252.0,90.0,0.0,0.0,0.4599146,33.3,90.0
7308,257,77,130,71309.61,9.461,21,32,52.0,456:444,38.02,27.3,35.0,252.0,88.0,0.0,0.0,0.4600366,35.0,88.0
7309,254,77,131,71319.07,9.461,21,32,52.0,453:456,38.02,27.3,33.1,251.0,83.0,0.0,0.0,0.46015865,33.1,83.0
7310,252,77,131,71328.53,9.461,21,31,52.0,456:456:453,38.02,27.25,33.1,253.0,83.0,0.0,0.0,0.46028066,33.1,83.0
7311,255,76,131,71337.99,9.461,21,32,52.0,460:449,38.02,27.3,33.1,257.0,83.0,0.0,0.0,0.4604027,33.1,83.0
7312,255,75,131,71347.46,9.461,21,32,51.0,449,38.02,27.3,33.1,257.0,83.0,0.0,0.0,0.4605247,33.1,83.0
7313,254,74,132,71356.92,9.461,21,33,51.0,904:444,38.02,27.3,33.1,229.0,76.0,0.0,0.0,0.46064675,33.1,76.0
7314,256,74,132,71366.38,9.461,21,33,50.0,456:444,38.02,27.3,34.6,191.0,71.0,0.0,0.0,0.46076876,34.6,71.0
7315,254,74,133,71375.85,9.461,21,33,50.0,449:465:430,38.02,27.3,34.6,191.0,71.0,0.0,0.0,0.4608908,34.6,71.0
7316,252,73,133,71385.3,9.461,21,33,50.0,444:444,38.02,27.3,39.1,114.0,49.0,0.0,0.0,0.4610128,39.1,49.0
7317,252,71,134,71394.76,9.461,21,34,50.0,449:444,38.02,27.3,39.1,114.0,49.0,0.0,0.0,0.46113485,39.1,49.0
7318,256,70,134,71404.22,9.461,21,35,50.0,441:444:441,38.02,27.3,44.6,180.0,87.0,0.0,0.0,0.46125686,44.6,87.0
7319,261,72,134,71413.68,9.461,21,35,50.0,476:425,38.02,27.3,44.6,200.0,97.0,0.0,0.0,0.4613789,44.6,97.0
7320,259,75,134,71423.16,9.461,21,33,51.0,449:444,38.02,27.3,44.6,289.0,104.0,0.0,0.0,0.4615009,44.6,104.0
7321,254,77,134,71432.6,9.461,21,32,51.0,453:449,38.02,27.3,44.6,415.0,148.0,0.0,0.0,0.46162295,44.6,148.0
7322,256,77,134,71442.07,9.461,21,32,51.0,453:897,38.02,27.3,42.4,340.0,119.0,0.0,0.0,0.46174496,42.4,119.0
7323,256,77,134,71451.53,9.461,21,32,51.0,449,38.02,27.3,42.4,329.0,90.0,0.0,0.0,0.461867,42.4,90.0
7324,256,77,134,71460.99,9.461,21,32,51.0,898:453,38.02,27.3,37.4,272.0,77.0,0.0,0.0,0.46198902,37.4,77.0
7325,255,78,133,71470.45,9.461,21,31,51.0,453:469,38.02,27.3,35.2,189.0,67.0,0.0,0.0,0.46211106,35.2,67.0
7326,255,78,133,71479.91,9.461,21,31,51.0,432:449,38.02,27.3,35.2,189.0,67.0,0.0,0.0,0.46223307,35.2,67.0
7327,252,77,133,71489.37,9.461,21,31,51.0,456:449:449,38.02,27.3,33.2,197.0,73.0,0.0,0.0,0.4623551,33.2,73.0
7328,250,75,133,71498.83,9.461,21,32,51.0,453:449,38.02,27.3,36.4,202.0,80.0,0.0,0.0,0.46247712,36.4,80.0
7329,255,72,133,71508.29,9.461,21,34,51.0,448:453,38.02,27.3,36.4,217.0,90.0,0.0,0.0,0.46259916,36.4,90.0
7330,254,71,133,71517.75,9.461,21,34,51.0,453:453,38.02,27.3,36.4,217.0,90.0,0.0,0.0,0.46272117,36.4,90.0
7331,259,72,133,71527.21,9.461,21,34,51.0,449:449,38.02,27.25,36.4,249.0,92.0,0.0,0.0,0.4628432,36.4,92.0
7332,257,74,133,71536.67,9.461,21,33,51.0,453:451,38.02,27.3,36.4,265.0,100.0,0.0,0.0,0.46296522,36.4,100.0
7333,255,76,133,71546.14,9.461,21,32,51.0,449:453:449,38.02,27.3,36.2,253.0,73.0,0.0,0.0,0.46308726,36.2,73.0
7334,256,77,133,71555.6,9.461,21,32,51.0,449:449,38.02,27.3,35.1,223.0,70.0,0.0,0.0,0.46320927,35.1,70.0
7335,250,76,133,71565.06,9.461,21,31,51.0,456:451,38.02,27.3,35.1,223.0,70.0,0.0,0.0,0.4633313,35.1,70.0
7336,254,74,135,71574.52,9.461,21,33,51.0,453:391,38.02,27.3,35.4,179.0,59.0,0.0,0.0,0.46345332,35.4,59.0
7337,257,74,134,71583.98,9.461,21,33,51.0,477,38.02,27.3,35.4,179.0,59.0,0.0,0.0,0.46357536,35.4,59.0
7338,252,74,135,71593.44,9.461,21,33,52.0,433:448,38.02,27.3,31.2,220.0,70.0,0.0,0.0,0.46369737,31.2,70.0
7339,257,73,134,71602.91,9.461,21,34,52.0,449:456,38.02,27.3,31.2,247.0,74.0,0.0,0.0,0.4638194,31.2,74.0
7340,256,73,134,71612.36,9.461,21,33,51.0,453:449,38.02,27.25,31.2,247.0,74.0,0.0,0.0,0.46394143,31.2,74.0
7341,251,73,134,71621.82,9.461,21,33,52.0,453:449:449,38.02,27.25,29.1,276.0,67.0,0.0,0.0,0.46406347,29.1,67.0
7342,253,73,134,71631.28,9.461,21,33,52.0,448:453,38.02,27.25,29.1,276.0,67.0,0.0,0.0,0.46418548,29.1,67.0
7343,255,72,134,71640.74,9.461,21,34,52.0,449:444,38.02,27.25,32.2,238.0,67.0,0.0,0.0,0.46430752,32.2,67.0
7344,257,73,134,71650.21,9.461,21,34,52.0,453:449,38.02,27.25,32.2,238.0,67.0,0.0,0.0,0.46442953,32.2,67.0
7345,257,74,134,71659.67,9.461,21,33,52.0,449:448,38.02,27.25,30.9,236.0,69.0,0.0,0.0,0.46455157,30.9,69.0
7346,255,75,133,71669.13,9.461,21,32,52.0,441:460:453,38.02,27.25,30.9,235.0,78.0,0.0,0.0,0.46467358,30.9,78.0
7347,253,75,133,71678.59,9.461,21,32,51.0,456:453,38.02,27.25,30.9,235.0,78.0,0.0,0.0,0.46479562,30.9,78.0
7348,255,74,133,71688.05,9.461,21,33,52.0,456:451,38.02,27.25,27.3,294.0,80.0,0.0,0.0,0.46491763,27.3,80.0
7349,256,74,132,71697.51,9.461,21,33,52.0,460:453,38.02,27.25,28.9,231.0,64.0,0.0,0.0,0.46503967,28.9,64.0
7350,255,74,132,71706.97,9.461,21,33,52.0,456:456,38.02,27.25,32.4,207.0,64.0,0.0,0.0,0.46516168,32.4,64.0
7351,252,74,132,71716.43,9.461,21,33,52.0,456:456,38.02,27.25,32.4,207.0,64.0,0.0,0.0,0.46528372,32.4,64.0
7352,255,73,132,71725.89,9.461,21,33,52.0,460:472:441,38.02,27.25,36.7,206.0,72.0,0.0,0.0,0.46540573,36.7,72.0
7353,254,73,131,71735.35,9.461,21,33,52.0,460:465,38.02,27.25,36.7,156.0,67.0,0.0,0.0,0.46552777,36.7,67.0
7354,254,72,131,71744.82,9.461,21,34,52.0,456:460,38.02,27.25,37.2,196.0,82.0,0.0,0.0,0.46564978,37.2,82.0
7355,257,71,131,71754.28,9.461,21,35,52.0,467:456,38.02,27.25,39.5,205.0,81.0,0.0,0.0,0.46577182,39.5,81.0
7356,258,71,130,71763.74,9.461,21,35,52.0,460:469:460,38.02,27.25,42.0,212.0,85.0,0.0,0.0,0.46589383,42.0,85.0
7357,258,74,130,71773.2,9.461,21,33,52.0,453:469,38.02,27.25,42.0,215.0,81.0,0.0,0.0,0.46601588,42.0,81.0
7358,251,76,130,71782.66,9.461,21,32,52.0,467:465,38.02,27.25,42.0,215.0,81.0,0.0,0.0,0.4661379,42.0,81.0
7359,250,74,130,71792.12,9.461,21,32,52.0,469,38.02,27.25,37.8,218.0,81.0,0.0,0.0,0.46625993,37.8,81.0
7360,259,72,129,71801.58,9.461,21,34,52.0,469:469:465,38.02,27.25,36.4,215.0,80.0,0.0,0.0,0.46638194,36.4,80.0
7361,260,76,129,71811.04,9.461,21,33,53.0,469:460,38.01,27.25,38.9,211.0,83.0,0.0,0.0,0.46650398,38.9,83.0
7362,253,76,129,71820.5,9.461,21,32,53.0,469:469,38.01,27.25,38.9,203.0,78.0,0.0,0.0,0.466626,38.9,78.0
7363,252,75,129,71829.96,9.461,21,32,53.0,469:469,38.01,27.25,40.3,174.0,68.0,0.0,0.0,0.46674803,40.3,68.0
7364,253,73,129,71839.42,9.461,21,33,53.0,469:465,38.01,27.25,41.5,157.0,68.0,0.0,0.0,0.46687004,41.5,68.0
7365,257,74,129,71848.89,9.461,21,33,53.0,463:469:465,38.01,27.25,41.5,150.0,68.0,0.0,0.0,0.46699208,41.5,68.0
7366,260,74,129,71858.35,9.461,21,34,52.0,460,38.01,27.25,41.5,168.0,65.0,0.0,0.0,0.4671141,41.5,65.0
7367,254,75,129,71867.81,9.461,21,32,51.0,,38.01,27.25,41.5,168.0,65.0,0.0,0.0,0.46723613,41.5,65.0
7368,250,75,129,71877.27,9.461,21,32,51.0,469:437,38.01,27.25,41.5,209.0,79.0,0.0,0.0,0.46735814,41.5,79.0
7369,255,74,130,71886.73,9.461,21,33,51.0,465:456:456,38.01,27.25,39.9,251.0,79.0,0.0,0.0,0.46748018,39.9,79.0
7370,259,72,130,71896.19,9.461,21,34,51.0,460:460,38.01,27.25,39.9,251.0,79.0,0.0,0.0,0.4676022,39.9,79.0
7371,254,74,130,71905.65,9.461,21,33,51.0,460:460,38.01,27.25,34.8,293.0,71.0,0.0,0.0,0.46772423,34.8,71.0
7372,254,73,130,71915.11,9.461,21,33,51.0,456:460,38.01,27.25,34.8,293.0,71.0,0.0,0.0,0.46784624,34.8,71.0
7373,253,72,130,71924.57,9.461,21,34,51.0,460:460,38.01,27.25,30.0,280.0,71.0,0.0,0.0,0.46796829,30.0,71.0
7374,257,72,130,71934.03,9.461,21,34,51.0,460:460,38.01,27.25,30.0,295.0,69.0,0.0,0.0,0.4680903,30.0,69.0
7375,257,72,130,71943.49,9.461,21,34,51.0,460:456,38.01,27.25,30.0,291.0,77.0,0.0,0.0,0.4680903,30.0,77.0
7376,257,72,130,71952.96,9.461,21,34,51.0,453:469:460,38.01,27.25,30.0,270.0,83.0,0.0,0.0,0.4680903,30.0,83.0
7377,0,0,130,71962.42,9.461,21,0,51.0,465:460,38.01,27.25,28.5,287.0,85.0,0.0,0.0,0.4680903,28.5,85.0
7378,256,74,130,71971.88,9.461,21,33,51.0,465:469,38.01,27.25,28.5,303.0,93.0,0.0,0.0,0.46821234,28.5,93.0
7379,254,74,129,71981.34,9.461,21,33,51.0,465:469,38.01,27.25,29.6,274.0,87.0,0.0,0.0,0.46833435,29.6,87.0
7380,254,75,129,71990.8,9.461,21,32,50.0,472:476,38.01,27.25,31.9,221.0,73.0,0.0,0.0,0.4684564,31.9,73.0
7381,256,75,128,72000.26,9.461,21,33,50.0,479:488,38.01,27.2,31.9,221.0,73.0,0.0,0.0,0.4685784,31.9,73.0
7382,256,75,127,72009.72,9.461,21,33,50.0,479:465,38.01,27.2,36.8,166.0,66.0,0.0,0.0,0.46870044,36.8,66.0
7383,253,75,127,72019.18,9.461,21,32,50.0,488:476,38.01,27.25,36.8,166.0,66.0,0.0,0.0,0.46882245,36.8,66.0
7384,257,75,127,72028.65,9.461,21,33,50.0,479:467:472,38.01,27.2,35.6,158.0,60.0,0.0,0.0,0.4689445,35.6,60.0
7385,257,75,126,72038.1,9.461,21,33,50.0,479,38.01,27.25,35.6,174.0,64.0,0.0,0.0,0.4690665,35.6,64.0
7386,257,78,127,72047.57,9.461,21,31,50.0,472:472:469,38.01,27.25,35.6,174.0,64.0,0.0,0.0,0.46918854,35.6,64.0
7387,252,79,127,72057.03,9.461,21,30,50.0,463:469,38.01,27.25,35.6,207.0,53.0,0.0,0.0,0.46931055,35.6,53.0
7388,253,77,128,72066.49,9.461,21,31,51.0,465:469,38.01,27.25,32.6,175.0,44.0,0.0,0.0,0.4694326,32.6,44.0
7389,251,75,128,72075.95,9.461,21,32,51.0,460:460,38.01,27.2,33.0,161.0,54.0,0.0,0.0,0.4695546,33.0,54.0
7390,254,72,128,72085.41,9.461,21,34,51.0,465:460,38.01,27.25,34.5,186.0,72.0,0.0,0.0,0.46967664,34.5,72.0
7391,261,72,129,72094.87,9.461,21,35,51.0,456:460:465,38.01,27.25,34.5,186.0,72.0,0.0,0.0,0.46979865,34.5,72.0
7392,254,75,129,72104.33,9.461,21,32,51.0,456:479,38.01,27.2,34.5,175.0,81.0,0.0,0.0,0.4699207,34.5,81.0
7393,251,76,130,72113.79,9.461,21,32,51.0,437,38.01,27.25,33.6,246.0,101.0,0.0,0.0,0.4700427,33.6,101.0
7394,258,74,130,72123.25,9.461,21,33,52.0,449:463:456,38.01,27.25,33.6,294.0,108.0,0.0,0.0,0.47016475,33.6,108.0
7395,261,75,131,72132.71,9.461,21,33,52.0,456:453,38.01,27.25,33.6,290.0,74.0,0.0,0.0,0.47028676,33.6,74.0
7396,256,77,133,72142.17,9.461,21,32,51.0,460:398,38.01,27.25,33.6,290.0,74.0,0.0,0.0,0.4704088,33.6,74.0
7397,252,78,133,72151.64,9.461,21,31,51.0,,38.01,27.25,36.1,269.0,74.0,0.0,0.0,0.4705308,36.1,74.0
7398,256,77,133,72161.1,9.461,21,32,51.0,481:453:433,38.01,27.2,36.1,241.0,67.0,0.0,0.0,0.47065285,36.1,67.0
7399,253,77,133,72170.56,9.461,21,31,50.0,453,38.01,27.2,30.6,221.0,63.0,0.0,0.0,0.47077486,30.6,63.0
7400,256,75,132,72180.02,9.461,21,33,50.0,453:460:904,38.01,27.25,30.6,210.0,71.0,0.0,0.0,0.4708969,30.6,71.0
7401,261,75,132,72189.48,9.461,21,33,50.0,460:453,38.01,27.2,30.6,210.0,71.0,0.0,0.0,0.4710189,30.6,71.0
7402,253,78,132,72198.94,9.461,21,31,51.0,456:456,38.01,27.2,32.4,217.0,74.0,0.0,0.0,0.47114095,32.4,74.0
7403,251,78,132,72208.4,9.461,21,31,51.0,460:460,38.01,27.2,32.4,217.0,74.0,0.0,0.0,0.47126296,32.4,74.0
7404,255,75,131,72217.86,9.461,21,32,52.0,456:465,38.01,27.2,33.4,206.0,72.0,0.0,0.0,0.471385,33.4,72.0
7405,258,76,131,72227.32,9.461,21,32,52.0,469:456,38.01,27.2,35.0,176.0,61.0,0.0,0.0,0.471507,35.0,61.0
7406,253,77,130,72236.78,9.461,21,31,52.0,465:483,38.01,27.25,35.0,176.0,61.0,0.0,0.0,0.47162905,35.0,61.0
7407,253,76,130,72246.24,9.461,21,32,51.0,439:469,38.01,27.25,36.9,126.0,49.0,0.0,0.0,0.47175106,36.9,49.0
7408,254,74,130,72255.71,9.461,21,33,51.0,465:456:469,38.01,27.25,39.6,137.0,58.0,0.0,0.0,0.4718731,39.6,58.0
7409,258,74,130,72265.17,9.461,21,33,51.0,469,38.01,27.2,39.6,133.0,60.0,0.0,0.0,0.47199512,39.6,60.0
7410,254,75,129,72274.63,9.461,21,32,51.0,465:460:469,38.01,27.25,40.2,153.0,66.0,0.0,0.0,0.47211716,40.2,66.0
7411,254,75,129,72284.09,9.461,21,32,51.0,472,38.01,27.25,40.2,195.0,75.0,0.0,0.0,0.47223917,40.2,75.0
7412,258,75,129,72293.55,9.461,21,33,51.0,938:469,38.01,27.2,40.2,195.0,75.0,0.0,0.0,0.4723612,40.2,75.0
7413,256,76,128,72303.01,9.461,21,32,51.0,472:472,38.01,27.2,39.5,207.0,72.0,0.0,0.0,0.47248322,39.5,72.0
7414,257,78,128,72312.47,9.461,21,31,51.0,476:460,38.01,27.25,41.1,179.0,66.0,0.0,0.0,0.47260526,41.1,66.0
7415,253,78,128,72321.93,9.461,21,31,51.0,476:476,38.01,27.2,41.1,206.0,89.0,0.0,0.0,0.47272727,41.1,89.0
7416,252,76,128,72331.39,9.461,21,32,51.0,472:472,38.01,27.2,41.1,199.0,95.0,0.0,0.0,0.4728493,41.1,95.0
7417,255,74,127,72340.85,9.461,21,33,51.0,479:479:476,38.01,27.2,41.1,199.0,95.0,0.0,0.0,0.47297132,41.1,95.0
7418,256,74,126,72350.32,9.461,21,33,51.0,476:479,38.01,27.2,39.5,239.0,103.0,0.0,0.0,0.47309336,39.5,103.0
7419,254,74,127,72359.78,9.461,21,33,51.0,465:472,38.01,27.2,40.0,262.0,105.0,0.0,0.0,0.47321537,40.0,105.0
7420,255,74,127,72369.24,9.461,21,33,51.0,476:465,38.01,27.2,44.4,214.0,77.0,0.0,0.0,0.4733374,44.4,77.0
7421,252,73,127,72378.7,9.461,21,33,51.0,469:472,38.01,27.25,44.4,214.0,77.0,0.0,0.0,0.47345942,44.4,77.0
