time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,skin_temperature,tidal_volume,HeatStrainIndex,PercentageinZ2,THb,TymeBreathRate,TymeVentilation
5401,282,83,134,52781.46,9.995,20,32,60.697,38.03,29.05,312.8,0.2,0.73784155,72.487,29.94,91.41
5402,280,84,135,52790.45,9.61,20,32,60.697,38.03,29.0,310.9,0.2,0.73797816,71.711,29.83,91.2
5403,278,83,134,52798.73,9.699,20,32,60.708,38.03,29.0,309.0,0.2,0.7381148,71.011,29.71,90.98
5404,278,81,135,52809.74,9.739,20,33,60.719,38.03,29.0,307.3,0.2,0.7382514,72.621,29.57,90.9
5405,279,80,135,52820.8,9.546,20,33,60.633,38.03,29.05,306.0,0.2,0.738388,72.134,29.38,90.99
5406,280,80,135,52829.79,9.702,20,33,60.649,38.03,29.0,304.9,0.2,0.7385246,71.39,29.21,90.89
5407,281,80,135,52839.43,10.069,20,34,60.681,38.03,29.0,304.4,0.2,0.7386612,71.704,29.05,90.57
5408,281,81,135,52848.41,10.197,20,33,60.699,38.03,29.0,303.8,0.2,0.73879784,71.633,28.89,90.37
5409,280,81,135,52858.05,9.718,20,33,60.722,38.03,29.0,303.4,0.2,0.7389344,71.347,28.69,90.49
5410,278,80,135,52869.77,9.544,20,33,60.687,38.03,29.0,303.0,0.2,0.739071,71.902,28.54,90.54
5411,279,79,135,52879.46,9.988,20,34,60.715,38.03,29.0,302.7,0.2,0.7392076,71.079,28.46,90.47
5412,280,79,134,52888.49,10.102,20,34,60.789,38.03,29.0,302.3,0.2,0.73934424,71.18,28.38,90.4
5413,280,80,134,52897.75,10.022,20,33,60.857,38.03,29.0,303.2,0.2,0.73948085,70.616,28.42,90.59
5414,280,79,134,52907.71,9.935,20,34,60.928,38.03,29.0,304.4,0.2,0.73961747,71.362,28.46,90.84
5415,279,79,134,52916.7,9.612,20,34,60.948,38.03,29.0,307.0,0.2,0.7397541,71.204,28.52,91.32
5416,279,78,134,52926.35,9.945,20,34,61.015,38.03,28.95,309.6,0.2,0.7398907,71.385,28.59,91.79
5417,280,78,133,52936.72,9.9,20,34,61.113,38.03,29.0,309.4,0.2,0.7400273,71.312,28.59,91.47
5418,280,79,133,52948.43,10.043,20,34,61.139,38.03,29.0,308.3,0.2,0.7401639,71.877,28.57,90.93
5419,281,80,133,52958.1,10.197,20,34,61.152,38.03,29.0,307.1,0.2,0.74030054,71.52,28.69,90.72
5420,282,81,133,52967.75,10.197,20,33,61.161,38.03,29.0,305.8,0.2,0.74043715,70.973,28.85,90.61
5421,281,82,132,52976.73,9.831,20,33,61.186,38.03,29.0,304.8,0.2,0.74057376,71.093,29.09,90.54
5422,280,82,133,52987.74,9.602,20,33,61.22,38.03,29.0,303.8,0.2,0.7407104,70.996,29.39,90.51
5423,279,81,132,52997.45,9.504,20,33,61.32,38.03,28.95,305.3,0.2,0.740847,70.537,29.55,90.78
5424,279,80,132,53007.1,9.467,20,33,61.424,38.03,29.0,307.4,0.2,0.7409836,69.525,29.68,91.11
5425,278,79,132,53016.09,9.465,20,34,61.393,38.03,28.95,308.1,0.2,0.7411202,70.457,29.86,91.21
5426,279,78,131,53025.73,9.842,20,34,61.452,38.03,29.0,307.5,0.2,0.74125683,69.955,30.09,91.1
5427,281,79,131,53034.71,10.143,20,34,61.564,38.03,28.95,309.1,0.2,0.74139345,71.052,30.32,92.2
5428,281,80,131,53045.72,10.025,20,34,61.586,38.03,28.95,311.3,0.2,0.74153006,72.32,30.56,93.64
5429,281,81,131,53056.78,10.108,20,33,61.444,38.03,29.0,311.2,0.2,0.7416667,73.103,30.69,93.7
5430,280,82,131,53065.77,9.95,20,33,61.12,38.03,28.95,311.1,0.2,0.7418033,73.202,30.82,93.76
5431,279,82,131,53075.38,9.677,20,32,61.034,38.03,28.95,309.8,0.2,0.7419399,73.547,30.88,93.56
5432,279,81,131,53084.35,9.511,20,33,61.111,38.03,28.95,308.3,0.2,0.7420765,72.938,30.92,93.32
5433,278,79,130,53094.02,9.554,20,34,61.151,38.03,28.95,307.3,0.2,0.74221313,72.728,30.99,93.49
5434,279,79,130,53105.75,9.994,20,34,61.186,38.03,28.95,308.3,0.2,0.74234974,72.132,31.12,94.94
5435,281,79,130,53115.43,9.83,20,34,61.061,38.03,28.95,308.5,0.2,0.74248636,74.095,31.27,95.6
5436,281,80,130,53125.09,10.007,20,34,60.696,38.03,28.95,308.2,0.2,0.742623,72.88,31.44,95.66
5437,282,82,130,53134.08,10.197,20,33,60.552,38.03,28.95,307.9,0.2,0.7427596,72.282,31.55,95.54
5438,281,82,131,53145.08,9.793,20,33,60.637,38.03,28.95,307.6,0.2,0.7428962,71.403,31.65,95.41
5439,279,81,131,53154.75,9.504,20,33,60.895,38.03,28.95,308.2,0.2,0.7430328,71.759,31.74,95.33
5440,279,80,131,53164.41,9.467,20,33,61.145,38.03,28.95,307.8,0.2,0.7431694,72.08,31.81,95.03
5441,279,80,131,53173.41,9.819,20,33,61.32,38.03,28.95,304.1,0.2,0.743306,72.585,31.88,94.12
5442,280,80,130,53183.05,10.026,20,33,61.448,38.03,28.95,300.7,0.2,0.7434426,73.725,31.95,93.4
5443,281,81,130,53194.77,10.138,20,33,61.497,38.03,28.95,299.6,0.2,0.7435792,74.336,32.02,94.43
5444,283,83,131,53204.46,10.194,20,33,61.647,38.03,28.95,298.7,0.2,0.7437158,72.808,32.05,94.93
5445,282,85,131,53212.74,10.075,20,32,61.585,38.03,28.95,298.0,0.2,0.74385244,73.778,32.04,94.78
5446,280,84,131,53222.39,9.654,20,32,61.855,38.03,28.95,297.3,0.2,0.74398905,73.135,32.03,94.63
5447,278,83,131,53232.74,9.469,20,32,62.356,38.03,28.95,297.0,0.2,0.74412566,72.914,32.21,94.57
5448,278,81,132,53243.09,9.469,20,33,62.747,38.03,28.95,297.0,0.2,0.7442623,72.63,32.38,94.45
5449,279,80,132,53252.07,9.702,20,33,63.004,38.03,28.95,297.2,0.2,0.7443989,71.509,32.53,94.27
5450,281,81,132,53261.72,10.07,20,33,63.208,38.03,28.95,297.2,0.2,0.7445355,71.887,32.6,94.52
5451,282,83,132,53273.43,10.11,20,32,63.353,38.03,28.9,296.9,0.2,0.7446721,71.28,32.61,95.04
5452,281,83,132,53283.12,9.668,20,32,63.43,38.03,28.95,297.0,0.2,0.74480873,70.807,32.61,95.39
5453,279,82,132,53291.37,9.463,20,32,63.358,38.03,28.9,297.6,0.2,0.74494535,71.244,32.6,95.52
5454,278,80,133,53301.0,9.648,20,33,63.235,38.03,28.9,297.9,0.2,0.74508196,70.685,32.56,95.7
5455,280,80,132,53310.01,10.043,20,33,63.154,38.03,28.95,297.6,0.2,0.7452186,70.724,32.46,95.96
5456,280,80,132,53319.68,9.998,20,33,63.153,38.03,28.95,297.4,0.2,0.7453552,70.544,32.38,95.17
5457,280,80,132,53331.39,9.763,20,33,63.16,38.03,28.9,297.2,0.2,0.7454918,69.824,32.29,93.93
5458,280,79,132,53341.08,10.027,20,34,62.993,38.03,28.95,297.3,0.2,0.7456284,70.259,32.28,93.81
5459,281,80,131,53350.73,9.998,20,34,62.859,38.03,28.95,297.4,0.2,0.74576503,70.307,32.27,93.7
5460,280,81,131,53359.71,9.61,20,33,62.812,38.03,28.95,297.7,0.2,0.74590164,70.402,32.33,94.31
5461,280,81,131,53369.36,9.849,20,33,62.781,38.03,28.95,299.9,0.2,0.74603826,71.097,32.38,95.19
5462,280,81,131,53378.34,9.662,20,33,62.631,38.03,28.9,304.6,0.2,0.7461749,70.026,32.41,96.05
5463,279,80,131,53389.36,9.616,20,33,62.42,38.03,28.9,305.2,0.2,0.7463115,69.519,32.43,96.52
5464,280,80,131,53400.41,10.027,20,33,62.357,38.03,28.95,305.6,0.2,0.7464481,69.826,32.45,96.97
5465,281,80,130,53409.39,10.197,20,34,62.347,38.03,28.95,305.4,0.2,0.7465847,69.799,32.52,97.17
5466,280,81,131,53419.02,9.9,20,33,62.253,38.03,28.9,305.1,0.2,0.7467213,69.724,32.61,97.3
5467,280,82,130,53430.75,9.871,20,33,62.211,38.03,28.9,305.8,0.2,0.74685794,69.838,32.62,97.14
5468,280,81,130,53440.45,9.623,20,33,62.231,38.03,28.9,307.6,0.2,0.74699455,69.652,32.56,96.68
5469,280,81,130,53450.09,9.948,20,33,62.162,38.03,28.9,309.6,0.2,0.74713117,69.858,32.53,96.92
5470,280,81,130,53459.08,9.949,20,33,62.097,38.03,28.9,311.7,0.2,0.7472678,70.016,32.52,97.57
5471,279,80,130,53468.73,9.589,20,33,62.006,38.03,28.9,312.4,0.2,0.7474044,70.676,32.36,97.71
5472,279,79,130,53477.7,9.702,20,34,61.835,38.03,28.9,311.3,0.2,0.747541,71.344,32.32,97.61
5473,280,79,130,53487.35,9.965,20,34,61.535,38.03,28.9,309.7,0.2,0.7476776,72.576,32.31,97.45
5474,280,79,131,53499.07,9.738,20,34,61.09,38.03,28.95,307.6,0.2,0.7478142,71.864,32.2,97.0
5475,280,79,130,53508.76,9.989,20,34,60.846,38.03,28.9,304.6,0.2,0.7479508,72.011,31.99,96.17
5476,280,79,131,53517.77,10.102,20,34,60.85,38.03,28.9,304.7,0.2,0.7480874,71.856,31.77,96.5
5477,280,79,131,53527.71,9.875,20,34,60.993,38.03,28.9,306.0,0.2,0.748224,70.627,31.53,97.29
5478,280,79,131,53537.43,9.679,20,34,60.929,38.03,28.9,307.3,0.2,0.74836063,70.83,31.29,98.07
5479,280,79,132,53547.35,9.807,20,34,61.069,38.03,28.9,309.0,0.2,0.74849725,71.124,30.89,98.55
5480,279,78,133,53556.36,9.61,20,34,61.299,38.03,28.9,308.2,0.2,0.74863386,72.028,30.73,98.42
5481,278,77,132,53566.02,9.554,20,34,61.346,38.03,28.9,306.3,0.2,0.7487705,72.593,30.68,98.01
5482,279,76,132,53576.37,9.995,20,35,61.239,38.03,28.9,304.2,0.2,0.7489071,71.454,30.62,97.61
5483,280,76,133,53585.31,10.197,20,35,61.316,38.03,28.9,301.3,0.2,0.7490437,69.423,30.52,97.21
5484,281,77,134,53594.97,10.197,20,35,61.242,38.03,28.9,298.5,0.2,0.7491803,70.852,30.45,96.23
5485,281,78,134,53605.35,9.997,20,34,61.097,38.03,28.9,295.8,0.2,0.74931693,71.065,30.39,95.18
5486,280,78,134,53617.04,9.764,20,34,61.289,38.03,28.9,293.0,0.2,0.74945354,70.656,30.33,94.12
5487,280,78,134,53628.11,10.027,20,34,61.551,38.03,28.9,289.2,0.2,0.74959016,70.377,30.29,93.37
5488,281,79,135,53637.1,9.949,20,34,61.717,38.03,28.9,285.2,0.2,0.7497268,70.068,30.26,92.73
5489,280,79,135,53646.13,9.61,20,34,61.781,38.03,28.9,286.4,0.2,0.7498634,70.649,30.25,92.87
5490,279,79,134,53655.38,9.688,20,34,61.742,38.03,28.9,289.9,0.2,0.75,70.307,30.24,93.37
5491,280,79,135,53665.36,10.069,20,34,61.668,38.03,28.9,292.2,0.2,0.7501366,69.452,30.22,93.46
5492,280,79,134,53674.36,9.949,20,34,61.605,38.03,28.9,293.7,0.2,0.7502732,69.923,30.21,93.27
5493,279,78,134,53683.98,9.677,20,34,61.426,38.03,28.9,293.5,0.2,0.75040984,70.053,30.24,92.79
5494,280,78,134,53695.66,9.992,20,34,61.319,38.03,28.85,289.2,0.2,0.75054646,69.896,30.39,91.56
5495,281,79,135,53706.72,10.093,20,34,61.277,38.03,28.85,287.3,0.2,0.75068307,70.815,30.45,91.33
5496,281,81,135,53715.75,9.896,20,33,61.049,38.03,28.9,285.9,0.2,0.7508197,71.768,30.49,91.28
5497,280,80,135,53723.55,9.606,20,33,60.803,38.03,28.9,284.5,0.2,0.7509563,71.534,30.54,91.18
5498,279,79,134,53733.3,9.467,20,34,60.779,38.03,28.85,282.3,0.2,0.7510929,70.631,30.75,90.66
5499,279,79,134,53742.68,9.465,20,34,60.901,38.03,28.85,280.2,0.2,0.7512295,70.916,30.97,90.14
5500,280,79,134,53753.69,9.948,20,34,61.11,38.03,28.9,278.8,0.2,0.75136614,71.762,31.19,89.87
5501,281,80,134,53764.7,10.197,20,34,61.329,38.03,28.85,282.3,0.2,0.75150275,71.772,31.46,91.04
5502,281,81,134,53775.07,9.998,20,33,61.487,38.03,28.9,285.8,0.2,0.75163937,72.942,31.73,92.21
5503,280,81,134,53784.08,9.609,20,33,61.186,38.03,28.9,287.3,0.2,0.751776,73.14,32.2,91.65
5504,279,80,133,53792.36,9.818,20,33,60.975,38.03,28.9,287.0,0.2,0.7519126,72.091,32.67,90.97
5505,279,80,133,53801.99,9.65,20,33,61.084,38.03,28.85,283.9,0.2,0.7520492,71.187,33.11,90.32
5506,280,80,133,53813.71,9.863,20,33,61.369,38.03,28.85,280.8,0.2,0.7521858,70.814,33.65,89.83
5507,280,80,133,53823.38,9.785,20,33,61.701,38.03,28.85,278.7,0.2,0.7523224,69.895,34.21,89.91
5508,279,79,133,53833.0,9.528,20,34,61.97,38.03,28.85,279.6,0.2,0.752459,71.629,34.66,91.86
5509,279,78,132,53843.34,9.748,20,34,61.896,38.03,28.85,279.3,0.2,0.7525956,71.78,34.97,91.91
5510,280,78,132,53852.37,10.094,20,34,61.571,38.03,28.85,278.5,0.2,0.7527322,72.546,35.2,90.95
5511,281,79,133,53862.04,10.092,20,34,61.232,38.03,28.85,276.0,0.2,0.75286883,71.427,35.39,90.27
5512,281,80,133,53871.02,10.144,20,34,61.323,38.03,28.85,272.8,0.2,0.75300545,70.717,35.55,89.74
5513,282,81,133,53882.04,10.197,20,33,61.635,38.03,28.85,269.4,0.2,0.75314206,70.339,35.67,88.53
5514,281,82,133,53893.09,9.803,20,33,61.932,38.03,28.85,267.4,0.2,0.7532787,71.922,35.83,89.34
5515,280,82,133,53902.07,9.996,20,33,61.776,38.03,28.85,265.3,0.2,0.7534153,72.158,35.96,89.74
5516,280,82,133,53911.72,9.997,20,33,61.621,38.03,28.85,263.3,0.2,0.7535519,70.72,36.05,89.73
5517,280,82,133,53922.07,9.796,20,33,61.7,38.03,28.85,263.5,0.2,0.7536885,70.628,36.14,90.09
5518,279,81,134,53932.42,9.563,20,33,61.894,38.03,28.85,263.6,0.2,0.7538251,70.382,36.23,90.46
5519,278,80,134,53941.4,9.465,20,33,62.054,38.03,28.85,264.0,0.2,0.75396174,70.433,36.31,90.68
5520,279,79,135,53951.05,9.844,20,34,62.092,38.03,28.85,264.6,0.2,0.75409836,70.792,36.38,90.8
5521,280,79,135,53961.39,10.143,20,34,62.015556,38.03,28.85,264.4,0.2,0.75423497,71.97,36.47,90.51
5522,280,79,135,53970.38,9.828,20,34,61.851818,38.03,28.85,261.4,0.2,0.7543716,71.18636,36.6,88.85
5523,279,78,135,53980.03,9.527,20,34,61.797,38.03,28.85,258.0,0.2,0.7545082,70.16,36.72,87.65
5524,279,77,135,53990.38,9.846,20,35,61.926,38.03,28.85,254.3,0.2,0.7546448,68.934,36.82,86.94
5525,280,77,135,53999.36,10.144,20,35,62.068,38.03,28.85,251.5,0.2,0.7547814,69.076,36.85,87.41
5526,280,77,135,54008.35,10.197,20,35,62.124,38.03,28.85,248.4,0.2,0.75491804,69.086,36.87,87.6
5527,280,76,135,54018.94,9.827,20,35,62.106,38.03,28.85,243.7,0.2,0.75505465,68.417,36.81,86.4
5528,279,76,135,54029.66,9.607,20,35,61.977,38.03,28.85,239.7,0.2,0.75519127,68.451,36.75,85.42
5529,280,76,135,54038.67,9.997,20,35,61.811,38.03,28.85,236.5,0.2,0.7553279,68.515,36.67,84.74
5530,281,77,135,54048.35,10.197,20,35,61.708,38.03,28.85,234.8,0.2,0.7554645,67.893,36.53,84.75
5531,281,76,135,54058.69,9.715,20,35,61.657,38.03,28.85,235.7,0.2,0.7556011,68.368,36.26,86.02
5532,280,76,135,54067.67,9.465,20,35,61.647,38.03,28.8,238.9,0.2,0.7557377,69.322,36.01,87.25
5533,280,76,135,54077.32,9.844,20,35,61.652,38.03,28.8,236.3,0.2,0.75587434,68.54,35.88,85.83
5534,281,77,136,54087.67,10.144,20,35,61.63,38.03,28.85,232.7,0.2,0.75601095,68.89667,35.84,84.36
5535,280,76,135,54098.03,9.802,20,35,61.575455,38.03,28.85,231.2,0.2,0.75614756,68.75818,35.86,84.27
5536,279,75,136,54107.0,9.51,20,36,61.534,38.03,28.85,230.6,0.2,0.7562842,69.004,35.9,84.35
5537,279,75,136,54116.65,9.942,20,36,61.466,38.03,28.8,232.9,0.2,0.7564208,69.379,35.95,84.94
5538,280,76,136,54126.96,9.995,20,35,61.304,38.03,28.8,235.2,0.2,0.7565574,69.562,36.17,85.38
5539,280,76,136,54137.29,10.093,20,35,61.172,38.03,28.85,237.6,0.2,0.756694,69.48,36.45,85.73
5540,280,76,136,54147.64,9.806,20,35,61.069,38.03,28.85,238.3,0.2,0.7568306,68.935,36.72,85.81
5541,280,76,136,54156.67,9.865,20,35,61.005,38.03,28.85,240.6,0.2,0.7569672,68.503,37.01,87.1
5542,281,77,136,54169.03,10.13,20,35,60.988,38.03,28.8,243.7,0.2,0.7571038,68.612,37.32,88.94
5543,281,78,136,54180.81,10.197,20,34,60.962,38.03,28.8,243.9,0.2,0.7572404,69.116,37.73,89.84
5544,280,78,136,54189.81,9.827,20,34,60.99,38.03,28.8,243.2,0.2,0.757377,69.194,38.14,90.34
5545,279,77,136,54199.45,9.527,20,35,60.942,38.03,28.8,242.6,0.2,0.75751364,69.118,38.37,90.58
5546,278,76,136,54208.43,9.465,20,35,60.886,38.03,28.8,242.0,0.2,0.75765026,69.418,38.6,90.81
5547,279,76,136,54218.09,9.65,20,35,60.793,38.03,28.85,244.7,0.2,0.75778687,68.518,38.73,91.84
5548,280,76,136,54228.44,9.94,20,35,60.714443,38.03,28.85,248.6,0.2,0.7579235,68.99111,38.82,92.96
5549,280,76,136,54238.79,9.943,20,35,60.674545,38.03,28.85,250.0,0.2,0.7580601,68.29455,38.95,92.94
5550,280,76,136,54249.14,10.095,20,35,60.564,38.03,28.85,252.0,0.2,0.7581967,69.483,38.88,93.26
5551,281,76,136,54258.12,10.197,20,35,60.454,38.03,28.8,254.2,0.2,0.7583333,68.941,38.74,93.59
5552,281,76,136,54267.77,9.808,20,35,60.375,38.03,28.8,256.6,0.2,0.75846994,69.458,38.56,93.84
5553,280,77,136,54278.12,9.517,20,35,60.392,38.03,28.8,254.6,0.2,0.75860655,70.202,38.37,92.22
5554,279,76,136,54287.1,9.465,20,35,60.438,38.03,28.8,255.0,0.2,0.75874317,70.273,38.36,92.27
5555,279,75,135,54296.75,9.467,20,36,60.564,38.03,28.8,256.8,0.2,0.7588798,69.921,38.35,92.82
5556,279,75,136,54307.1,9.853,20,36,60.627,38.03,28.8,258.8,0.2,0.7590164,70.099,38.29,93.18
5557,280,75,135,54314.7,9.82,20,36,60.578,38.03,28.8,257.8,0.2,0.759153,70.589,38.26,92.12
5558,279,74,135,54323.66,9.635,20,36,60.493,38.03,28.8,255.9,0.2,0.7592896,70.015,38.25,90.62
5559,280,74,134,54334.0,9.996,20,36,60.466,38.03,28.8,254.6,0.2,0.75942624,70.548,38.29,90.35
5560,281,74,134,54344.36,10.197,20,36,60.406,38.03,28.85,253.6,0.2,0.75956285,71.518,38.3,90.1
5561,282,75,134,54356.08,10.191,20,36,60.335,38.03,28.8,252.9,0.2,0.75969946,70.413,38.28,89.9
5562,282,77,134,54367.14,10.096,20,35,60.371,38.03,28.8,253.2,0.2,0.7598361,69.861,38.15,89.99
5563,280,78,133,54376.11,9.66,20,34,60.489,38.03,28.8,254.3,0.2,0.7599727,70.295,37.91,90.34
5564,279,79,131,54385.13,9.546,20,34,60.646,38.03,28.85,254.6,0.2,0.7601093,71.23,37.58,89.97
5565,279,77,131,54395.72,9.974,20,35,60.743,38.03,28.8,254.6,0.2,0.7602459,71.547,37.13,89.41
5566,281,78,131,54405.09,10.197,20,34,60.852,38.03,28.85,254.4,0.2,0.76038253,71.295,36.38,88.95
5567,282,79,130,54414.75,10.197,20,34,60.9,38.03,28.8,252.0,0.2,0.76051915,71.701,35.86,87.9
5568,281,80,131,54423.73,9.94,20,34,60.937,38.03,28.8,249.4,0.2,0.76065576,72.313,35.33,86.91
5569,280,80,131,54434.75,9.582,20,33,60.867,38.03,28.8,246.0,0.2,0.7607924,74.919,34.75,86.3
5570,280,80,131,54445.8,9.952,20,33,60.338,38.03,28.85,246.0,0.2,0.760929,73.397,34.37,86.72
5571,281,81,131,54454.78,10.197,20,33,59.903,38.03,28.8,247.9,0.2,0.7610656,73.391,34.09,87.65
5572,282,82,131,54464.43,10.197,20,33,60.075,38.03,28.8,250.0,0.2,0.76120216,73.49,33.83,88.22
5573,281,83,132,54473.41,9.94,20,32,60.542,38.03,28.85,252.3,0.2,0.7613388,73.105,33.6,88.52
5574,278,82,132,54483.06,9.584,20,32,61.075,38.03,28.85,253.4,0.2,0.7614754,72.915,33.47,88.39
5575,276,80,133,54492.04,9.465,20,33,61.634,38.03,28.85,253.9,0.2,0.761612,72.616,33.41,88.02
5576,276,77,133,54501.03,9.467,20,34,62.148,38.03,28.85,254.5,0.2,0.7617486,72.453,33.37,87.88
5577,278,75,133,54511.63,9.825,20,35,62.589,38.03,28.85,255.2,0.2,0.7618852,72.373,33.37,87.97
5578,280,74,134,54522.36,9.937,20,36,63.007,38.03,28.85,255.8,0.2,0.76202184,72.538,33.36,88.06
5579,280,75,134,54532.68,9.892,20,36,63.346,38.03,28.85,256.4,0.2,0.76215845,70.352,33.36,88.15
5580,280,75,134,54541.67,10.094,20,36,63.636,38.03,28.85,257.0,0.2,0.76229507,70.04,33.35,88.24
5581,281,75,135,54551.3,10.197,20,36,63.845,38.03,28.85,257.7,0.2,0.7624317,69.196,33.35,88.33
5582,281,76,134,54561.66,10.197,20,35,64.054,38.03,28.85,258.8,0.2,0.7625683,69.064,33.34,88.35
5583,280,76,134,54572.04,9.716,20,35,64.21,38.03,28.85,259.4,0.2,0.7627049,69.463,33.3,87.69
5584,279,75,134,54582.41,9.469,20,36,64.388,38.03,28.85,257.8,0.2,0.7628415,69.014,33.2,85.64
5585,279,74,133,54591.39,9.465,20,36,64.44,38.03,28.85,257.0,0.2,0.76297814,68.913,33.14,84.75
5586,280,74,133,54601.05,9.75,20,36,64.42,38.03,28.85,256.3,0.2,0.76311475,68.804,33.09,84.18
5587,280,74,133,54611.4,9.99,20,36,64.381,38.03,28.85,260.1,0.2,0.76325136,68.81,32.95,84.84
5588,279,74,133,54621.13,9.952,20,36,64.317,38.03,28.85,264.2,0.2,0.763388,70.821,32.81,85.43
5589,279,73,133,54631.71,9.711,20,36,64.022,38.03,28.85,269.2,0.2,0.7635246,71.884,32.66,85.62
5590,279,72,133,54641.07,9.997,20,37,63.822,38.03,28.85,271.5,0.2,0.7636612,71.205,32.53,85.53
5591,279,72,133,54648.86,9.86,20,37,63.814,38.03,28.85,269.4,0.2,0.7637978,71.521,32.41,85.0
5592,280,72,132,54659.93,9.906,20,37,63.779,38.03,28.85,270.2,0.2,0.76393443,71.702,32.34,85.0
5593,281,72,132,54671.42,10.153,20,37,63.656,38.03,28.85,272.8,0.2,0.76407105,71.727,32.31,85.33
5594,281,73,132,54681.73,10.093,20,37,63.487,38.03,28.85,276.8,0.2,0.76420766,71.965,32.3,86.16
5595,279,73,132,54692.05,9.665,20,36,63.335,38.03,28.85,280.4,0.2,0.7643443,71.483,32.3,86.78
5596,279,72,131,54701.08,9.465,20,37,63.259,38.03,28.85,280.9,0.2,0.7644809,71.009,32.34,85.59
5597,281,72,131,54710.76,9.845,20,37,63.188,38.03,28.85,281.3,0.2,0.7646175,71.373,32.39,84.4
5598,283,73,131,54721.12,10.039,20,37,63.094,38.03,28.85,279.4,0.2,0.7647541,71.783,32.38,83.92
5599,282,75,131,54731.42,9.663,20,36,62.906,38.03,28.85,277.6,0.2,0.76489073,72.804,32.36,83.43
5600,280,74,131,54740.42,9.465,20,36,62.653,38.03,28.85,276.5,0.2,0.76502734,72.301,32.31,82.86
5601,280,74,131,54750.05,9.948,20,36,62.42,38.03,28.85,275.5,0.2,0.76516396,72.218,32.25,82.28
5602,281,75,131,54758.55,10.078,20,36,62.313,38.03,28.85,273.5,0.2,0.7653006,72.118,31.94,81.35
5603,280,75,131,54767.04,9.663,20,36,62.372,38.03,28.85,273.0,0.2,0.7654372,72.132,31.65,81.23
5604,278,74,131,54777.0,9.845,20,36,62.427,38.03,28.85,272.7,0.2,0.7655738,72.299,31.37,81.23
5605,279,74,131,54787.36,9.844,20,36,62.404,38.03,28.85,272.4,0.2,0.76571035,72.119,31.05,81.14
5606,280,74,131,54797.67,9.939,20,36,62.279,38.03,28.85,272.1,0.2,0.76584697,71.939,30.7,81.0
5607,282,75,131,54808.0,10.143,20,36,62.172,38.03,28.85,269.0,0.2,0.7659836,72.624,30.45,80.17
5608,282,77,131,54816.98,9.95,20,35,62.057,38.03,28.85,265.3,0.2,0.7661202,72.417,30.22,79.16
5609,280,77,132,54826.64,9.589,20,35,61.996,38.03,28.85,262.1,0.2,0.7662568,72.147,29.96,78.72
5610,278,76,131,54836.39,9.469,20,35,61.887,38.03,28.85,259.6,0.2,0.7663934,71.475,29.65,78.81
5611,278,75,131,54846.35,9.469,20,35,61.768,38.03,28.85,259.1,0.2,0.76653004,72.489,29.46,78.92
5612,278,73,131,54856.05,9.691,20,36,61.752,38.03,28.85,259.2,0.2,0.76666665,72.645,29.29,79.04
5613,279,73,131,54867.4,9.984,20,36,61.714,38.03,28.85,259.4,0.2,0.76680326,72.006,29.13,79.16
5614,280,73,132,54877.06,9.665,20,37,61.7,38.03,28.9,258.9,0.2,0.7669399,71.298,29.06,79.05
5615,280,73,133,54886.72,9.951,20,37,61.573,38.03,28.9,258.4,0.2,0.7670765,71.101,28.99,78.93
5616,281,74,133,54897.07,10.197,20,36,61.613,38.03,28.9,259.0,0.2,0.7672131,72.011,28.95,79.35
5617,282,75,134,54906.79,10.197,20,36,61.788,38.03,28.9,260.0,0.2,0.7673497,68.986,28.91,79.96
5618,281,75,134,54916.73,9.942,20,36,61.933,38.03,28.9,261.1,0.2,0.76748633,68.653,28.87,80.57
5619,281,76,135,54927.73,10.029,20,35,62.029,38.03,28.9,262.1,0.2,0.76762295,69.232,28.84,81.18
5620,280,76,135,54937.07,9.949,20,35,62.085,38.03,28.9,263.3,0.2,0.76775956,69.219,28.79,81.66
5621,281,77,135,54946.73,9.966,20,35,62.05,38.03,28.9,264.9,0.2,0.7678962,68.962,28.75,81.97
5622,281,77,136,54957.1,10.144,20,35,61.949,38.03,28.9,266.4,0.2,0.7680328,69.585,28.71,82.27
5623,282,78,136,54966.07,10.197,20,35,61.823,38.03,28.9,268.1,0.2,0.7681694,70.373,28.68,82.63
5624,281,80,136,54975.73,10.092,20,34,61.613,38.03,28.9,270.1,0.2,0.768306,74.339,28.69,83.12
5625,279,81,135,54986.08,9.66,20,33,61.178,38.03,28.9,272.0,0.2,0.76844263,73.853,28.7,83.64
5626,276,79,135,54994.13,9.466,20,33,60.633,38.03,28.9,273.8,0.2,0.76857924,73.43,28.7,84.2
5627,276,76,134,55003.82,9.627,20,35,60.311,38.03,28.9,274.8,0.2,0.76871586,72.685,28.72,84.58
5628,278,74,133,55015.06,9.845,20,36,60.113,38.03,28.9,275.5,0.2,0.7688525,72.408,28.74,84.92
5629,280,73,133,55025.41,10.096,20,37,60.18,38.03,28.9,276.3,0.2,0.7689891,72.375,28.77,85.25
5630,282,74,132,55035.76,10.19,20,36,60.282,38.03,28.9,278.4,0.2,0.7691257,73.015,28.77,85.55
5631,283,75,132,55046.11,10.194,20,36,60.33,38.03,28.9,280.4,0.2,0.7692623,74.519,28.77,85.85
