time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,temp,torque,left_right_balance,left_pedal_smoothness,right_pedal_smoothness,left_torque_effectiveness,right_torque_effectiveness,core_temperature
246,251,90,131,2290.85,112.0,52.206345,20.850939,9.752,17,27,59,16.5,19.0,69.5,71.5,37.27
247,279,91,131,2300.99,112.0,52.20628,20.850836,9.835,17,29,53,16.5,19.0,68.0,72.0,37.27
248,277,91,131,2310.98,111.8,52.206215,20.850735,9.907,17,29,62,16.0,19.5,67.0,72.5,37.27
249,276,91,130,2321.05,111.6,52.206146,20.850636,9.959,17,29,60,18.0,21.5,70.5,74.5,37.27
250,271,88,129,2331.19,111.6,52.206078,20.850534,10.071,17,29,59,21.5,25.5,79.5,78.0,37.27
251,269,88,129,2341.17,111.6,52.206013,20.850435,10.105,17,29,67,20.5,24.0,77.5,79.0,37.27
252,272,89,130,2351.38,111.4,52.205948,20.850332,10.171,17,29,60,20.0,23.0,75.5,80.0,37.27
253,277,89,130,2361.77,111.4,52.20588,20.850227,10.237,17,30,59,19.5,25.0,74.5,87.5,37.27
254,254,90,131,2372.08,111.2,52.20581,20.850124,10.267,17,27,58,19.5,27.5,74.5,93.0,37.27
255,237,90,131,2382.53,111.2,52.20574,20.85002,10.319,17,25,57,19.0,28.0,74.0,92.0,37.27
256,225,90,131,2392.91,111.0,52.205677,20.849916,10.34,17,24,57,18.5,28.0,74.0,90.5,37.27
257,234,89,131,2403.31,111.0,52.205605,20.849812,10.34,17,25,55,18.0,28.0,74.0,90.5,37.28
258,242,85,131,2413.79,111.0,52.20554,20.849707,10.34,17,27,58,19.0,25.0,73.0,85.5,37.28
259,248,85,132,2424.09,111.0,52.20547,20.849604,10.37,17,28,61,25.0,21.0,81.0,78.0,37.28
260,231,85,131,2434.44,111.0,52.205402,20.849503,10.421,17,26,66,32.5,19.5,93.5,71.0,37.28
261,223,86,130,2444.87,110.8,52.205334,20.849396,10.501,17,25,73,17.0,19.5,62.0,71.0,37.28
262,236,86,131,2455.45,110.8,52.205265,20.849287,10.517,17,26,66,17.0,35.0,68.0,92.0,37.28
263,252,86,131,2465.67,110.6,52.205204,20.84918,10.523,17,28,59,18.0,28.0,72.5,83.0,37.28
264,260,86,131,2476.13,110.6,52.20514,20.84907,10.518,17,29,56,18.5,18.0,75.5,70.5,37.28
265,252,87,132,2487.04,110.6,52.20507,20.848955,10.553,17,28,56,20.5,18.5,79.5,72.5,37.28
266,248,87,132,2497.63,110.4,52.205006,20.84884,10.598,17,27,55,18.0,19.5,68.5,73.0,37.28
267,236,87,132,2508.24,110.4,52.20494,20.848724,10.598,17,26,54,17.5,19.5,68.0,72.5,37.29
268,245,87,132,2519.11,110.4,52.204876,20.848608,10.598,17,27,53,18.5,18.5,73.5,71.0,37.3
269,255,87,132,2529.75,110.2,52.20481,20.848494,10.658,17,28,52,19.5,17.5,77.5,69.5,37.3
270,277,87,131,2540.34,110.2,52.204746,20.84838,10.73,17,30,53,20.5,17.5,77.5,69.5,37.3
271,285,88,131,2551.13,110.2,52.20468,20.848263,10.722,17,31,54,21.0,18.5,78.5,72.0,37.3
272,292,88,131,2561.67,110.2,52.20462,20.848148,10.7,17,32,53,21.5,19.0,80.0,75.0,37.3
273,297,88,131,2572.47,110.0,52.204556,20.84803,10.7,17,32,55,22.0,19.5,79.5,76.5,37.3
274,301,88,131,2583.42,110.0,52.204487,20.84791,10.7,17,33,57,21.5,19.0,77.0,76.0,37.3
275,309,88,131,2594.08,110.0,52.204426,20.847794,10.7,17,34,59,22.0,19.0,78.0,75.5,37.3
276,311,88,131,2604.86,110.0,52.204365,20.847673,10.76,17,34,62,35.5,21.0,94.5,79.5,37.3
277,308,88,131,2615.66,109.8,52.2043,20.847551,10.774,17,33,53,32.0,33.5,99.0,91.5,37.3
278,305,88,131,2626.37,109.8,52.20424,20.847431,10.809,17,33,51,25.0,35.0,91.0,90.0,37.3
279,299,89,131,2637.24,109.8,52.204174,20.84731,10.855,17,32,51,22.5,20.5,78.0,71.5,37.3
280,292,89,131,2648.15,109.6,52.204117,20.847185,10.826,17,31,51,23.0,20.5,79.5,72.5,37.3
281,284,89,131,2658.98,109.8,52.204052,20.847061,10.803,17,30,46,24.0,20.0,80.5,73.5,37.3
282,274,89,131,2669.88,109.8,52.203995,20.846937,10.832,17,29,46,23.0,20.5,79.5,74.0,37.3
283,281,89,130,2680.81,109.6,52.20393,20.846811,10.884,17,30,47,21.5,20.5,78.0,74.5,37.3
284,288,89,130,2691.75,109.6,52.20387,20.846685,10.935,17,31,55,20.0,21.0,76.0,74.5,37.3
285,275,89,130,2702.78,109.6,52.20381,20.846558,10.958,17,30,69,18.5,21.5,74.0,75.0,37.3
286,258,90,131,2713.76,109.4,52.20375,20.84643,10.987,17,27,67,21.0,21.5,78.0,75.0,37.3
287,248,90,131,2724.59,109.4,52.20369,20.846306,11.009,17,26,65,21.0,23.0,79.0,80.5,37.3
288,252,90,131,2735.81,109.6,52.20363,20.846176,11.068,17,27,56,21.0,25.5,79.0,87.5,37.3
289,268,91,131,2746.73,109.6,52.20357,20.846046,11.112,17,28,50,20.0,26.5,77.5,90.5,37.3
290,242,91,131,2757.66,109.6,52.203514,20.845915,11.085,17,25,52,19.0,21.0,72.0,76.0,37.3
291,222,90,131,2768.88,109.6,52.203457,20.84578,10.976,17,24,54,20.0,20.0,76.5,73.5,37.3
292,230,89,131,2779.77,109.6,52.203403,20.845646,10.906,17,25,57,21.0,19.5,81.0,71.5,37.3
293,255,89,131,2790.55,109.8,52.203354,20.84551,10.85,17,27,57,20.5,21.0,80.0,74.0,37.3
294,279,88,131,2801.18,109.8,52.203312,20.845373,10.748,17,30,57,19.0,24.0,74.5,79.0,37.31
295,299,88,132,2811.79,109.8,52.203266,20.845236,10.674,17,32,56,20.0,22.5,77.0,77.0,37.31
296,299,87,132,2822.49,109.8,52.203224,20.845095,10.649,17,33,55,20.5,21.5,79.0,76.0,37.31
297,290,87,132,2833.18,109.8,52.203186,20.844952,10.649,17,32,57,22.0,22.0,85.5,77.0,37.31
298,268,88,132,2844.42,110.0,52.203144,20.844803,10.708,17,29,60,22.0,23.5,87.0,79.5,37.31
299,247,88,133,2855.02,110.2,52.203102,20.844664,10.809,17,27,58,20.5,24.0,80.0,82.5,37.31
300,239,89,132,2866.05,110.2,52.20306,20.844517,10.884,17,26,53,18.5,25.0,73.0,85.5,37.31
301,238,90,131,2876.96,110.2,52.203022,20.84437,10.993,17,25,55,19.5,21.0,77.0,77.5,37.31
302,226,91,131,2887.68,110.2,52.20298,20.844227,11.114,17,24,56,19.5,21.5,78.0,76.5,37.31
303,242,91,132,2899.03,110.2,52.202938,20.844076,11.218,17,25,58,19.5,23.0,78.0,78.5,37.31
304,259,92,132,2910.83,110.2,52.202892,20.843924,11.325,17,27,58,19.0,25.0,77.5,80.5,37.31
305,274,93,132,2921.48,110.2,52.202843,20.843788,11.395,17,28,54,19.0,26.5,77.5,82.5,37.31
306,283,93,133,2932.73,110.4,52.20279,20.843649,11.37,17,29,54,20.5,26.0,78.5,83.0,37.31
307,277,93,132,2945.0,110.4,52.202724,20.843504,11.288,17,28,53,20.5,25.0,77.5,82.5,37.31
308,272,93,132,2955.85,110.6,52.202667,20.843376,11.294,17,28,55,19.0,24.5,74.0,81.0,37.31
309,294,93,132,2966.9,110.6,52.202602,20.843254,11.396,17,30,59,17.0,24.0,70.5,79.5,37.31
310,284,93,132,2978.64,110.4,52.20253,20.843128,11.445,17,29,57,18.0,21.0,73.5,74.0,37.31
311,259,94,131,2990.37,110.4,52.202454,20.84301,11.45,17,26,59,16.5,20.5,68.0,72.5,37.31
312,231,93,131,3002.15,110.2,52.202374,20.842894,11.442,17,24,64,19.0,21.0,71.5,73.5,37.31
313,263,91,131,3013.64,110.0,52.202297,20.842783,11.39,17,28,65,23.5,26.5,82.0,79.0,37.31
314,290,87,131,3024.86,109.6,52.20222,20.842678,11.399,17,32,60,20.0,44.0,76.0,96.5,37.31
315,284,87,131,3036.35,109.4,52.20214,20.84257,11.421,17,31,55,19.0,34.0,75.0,87.5,37.31
316,272,87,132,3047.83,109.2,52.20206,20.842459,11.39,17,30,54,18.5,24.0,73.5,78.0,37.31
317,265,87,132,3058.87,109.0,52.20199,20.842352,11.281,17,29,56,19.0,18.0,75.0,72.0,37.31
318,270,86,132,3070.08,109.0,52.201916,20.842243,11.215,17,30,58,20.5,17.5,78.0,70.5,37.31
319,271,85,132,3081.52,109.0,52.201836,20.842134,11.124,17,30,59,20.5,19.0,76.0,73.5,37.31
320,264,85,132,3092.22,109.0,52.201763,20.842031,11.061,17,30,56,20.0,21.0,74.0,76.5,37.31
321,255,84,133,3102.95,109.0,52.20169,20.84193,11.033,17,29,58,22.0,21.0,78.5,76.0,37.31
322,273,84,133,3114.42,109.0,52.201614,20.84182,11.009,17,31,60,26.5,22.0,86.0,79.0,37.31
323,292,84,132,3125.38,109.2,52.20154,20.84171,11.009,17,33,62,33.0,25.0,94.5,86.5,37.31
324,301,84,132,3136.63,109.2,52.20147,20.84159,11.039,17,34,64,25.0,37.0,81.0,97.0,37.31
325,290,85,132,3147.73,109.0,52.20141,20.841463,11.061,17,33,55,22.0,28.0,77.0,84.0,37.31
326,294,85,131,3158.11,109.0,52.201363,20.841333,11.115,17,33,55,21.0,20.5,77.5,74.0,37.32
327,300,85,130,3169.1,109.0,52.20133,20.841183,11.124,17,34,54,21.0,21.0,78.0,74.5,37.32
328,309,85,130,3180.91,109.0,52.20131,20.841013,11.041,17,35,51,21.0,21.5,79.0,74.5,37.33
329,311,85,130,3191.95,109.0,52.2013,20.840853,11.009,17,35,55,20.0,20.0,78.0,73.5,37.33
330,311,85,131,3203.06,109.0,52.2013,20.84069,11.071,17,35,56,20.0,20.5,77.5,76.5,37.33
331,309,85,131,3214.28,109.0,52.201305,20.840527,11.112,17,35,57,19.5,22.0,77.5,81.0,37.33
332,289,85,131,3225.35,109.2,52.201305,20.840364,11.081,17,32,57,20.5,25.0,79.5,86.0,37.33
333,248,85,132,3236.19,109.2,52.20131,20.840206,11.03,17,28,60,23.5,31.5,86.0,92.0,37.33
334,236,84,132,3247.29,109.2,52.20131,20.840044,10.947,17,27,68,27.0,38.5,92.5,97.5,37.33
335,231,84,133,3258.06,109.2,52.20131,20.839886,10.996,17,26,60,22.5,39.0,83.0,98.5,37.33
336,225,84,133,3269.17,109.2,52.201313,20.839724,11.061,17,26,52,19.5,34.0,76.5,92.0,37.34
337,245,85,132,3280.61,109.2,52.201313,20.839556,11.092,17,28,49,20.0,25.5,78.0,80.0,37.34
338,238,85,132,3291.56,109.2,52.201317,20.839397,11.082,17,27,52,20.5,17.5,79.0,68.5,37.34
339,234,85,132,3302.7,109.2,52.201317,20.839233,11.03,17,26,57,20.0,18.5,75.5,69.5,37.34
340,234,85,132,3313.97,109.2,52.201317,20.83907,11.041,17,26,63,19.0,19.5,72.0,72.0,37.34
341,238,85,132,3324.89,109.2,52.201317,20.83891,11.029,17,27,58,19.0,20.5,73.0,75.5,37.34
342,241,84,133,3336.02,109.2,52.201317,20.838747,11.04,17,27,52,20.0,22.0,78.5,79.0,37.34
343,244,84,133,3347.04,109.0,52.201317,20.838585,11.029,17,28,51,19.0,17.5,75.0,69.0,37.34
344,245,84,133,3357.81,109.0,52.201317,20.838428,11.009,17,28,59,19.0,17.5,74.5,70.5,37.34
345,252,84,132,3368.94,109.0,52.201317,20.838264,10.948,17,29,58,19.5,18.5,75.5,75.0,37.34
346,261,83,132,3379.89,109.0,52.201317,20.838104,10.875,17,30,55,20.0,19.0,76.0,77.5,37.34
347,267,84,132,3390.5,109.0,52.201317,20.83795,10.943,17,30,53,19.5,18.5,75.0,75.5,37.34
348,270,84,132,3401.65,109.0,52.201317,20.837786,11.009,17,31,56,19.0,18.0,74.5,74.0,37.34
349,269,84,132,3412.9,109.2,52.20132,20.837622,10.978,17,31,54,30.5,18.5,90.0,75.0,37.34
350,254,84,133,3423.78,109.0,52.20132,20.837463,10.988,17,29,51,34.0,18.5,96.0,75.5,37.34
351,214,84,134,3434.87,109.0,52.20132,20.837301,10.979,17,24,52,27.5,19.0,89.5,74.0,37.34
352,234,84,133,3445.83,109.0,52.201324,20.83714,10.958,17,27,53,21.5,19.0,83.0,73.0,37.34
353,242,84,132,3456.56,108.8,52.20133,20.836983,10.928,17,28,48,22.0,19.0,84.0,73.0,37.34
354,239,83,132,3467.68,108.8,52.201332,20.83682,10.906,17,27,60,17.5,18.5,76.5,70.0,37.34
355,242,83,131,3478.82,109.0,52.201336,20.836658,10.937,17,28,58,17.0,22.5,75.0,80.0,37.34
356,246,84,130,3489.63,109.0,52.201347,20.836502,10.927,17,28,55,19.0,27.5,78.5,94.5,37.34
357,244,83,130,3500.65,108.8,52.20136,20.836342,10.906,17,28,56,18.0,27.5,79.5,93.5,37.34
358,256,83,130,3511.64,108.8,52.201374,20.836184,10.844,17,29,57,24.5,22.5,85.0,77.5,37.34
359,267,83,130,3522.16,108.8,52.201393,20.836033,10.773,17,31,58,24.0,26.5,83.0,88.5,37.34
360,268,82,131,3533.03,108.8,52.201416,20.835878,10.69,17,31,51,23.5,28.5,83.5,92.5,37.34
361,237,82,131,3543.81,108.8,52.20144,20.835724,10.711,17,28,54,24.0,27.0,84.5,86.5,37.34
362,245,82,131,3554.14,108.8,52.201458,20.835575,10.723,17,29,62,23.0,27.0,79.5,86.5,37.34
363,258,82,131,3564.41,108.8,52.201477,20.835428,10.646,17,30,56,24.5,26.5,87.0,88.0,37.35
364,269,82,131,3575.13,108.8,52.201496,20.835274,10.625,17,31,54,22.5,23.5,81.0,81.5,37.35
365,258,83,131,3586.07,108.8,52.201515,20.83512,10.62,17,30,53,20.0,21.0,73.5,77.5,37.35
366,207,88,131,3596.76,108.8,52.201538,20.834967,10.568,17,22,53,17.5,20.5,67.0,77.0,37.35
367,153,91,131,3607.37,109.0,52.20156,20.834816,10.517,17,16,55,15.5,20.0,61.0,76.5,37.35
368,119,77,130,3617.69,109.0,52.20158,20.834667,10.348,17,15,53,16.5,18.5,59.5,65.0,37.35
369,103,50,130,3627.91,109.0,52.2016,20.834522,10.057,17,20,51,11.0,16.0,50.5,58.0,37.35
370,53,39,130,3637.88,109.0,52.20162,20.83438,9.837,17,13,18,4.5,13.5,39.0,52.0,37.35
371,44,61,131,3647.0,109.0,52.201633,20.83425,9.369,17,7,0,1.5,8.5,28.0,49.0,37.35
372,3,50,131,3655.38,109.0,52.20165,20.83413,8.123,17,1,0,5.5,0.0,18.0,54.5,37.35
373,2,31,132,3662.3,109.2,52.201664,20.83403,6.708,17,1,0,6.0,0.0,27.5,60.0,37.35
374,2,13,131,3667.04,109.4,52.201675,20.833963,4.85,17,1,0,6.0,0.0,37.5,66.0,37.35
375,0,0,129,3669.79,109.6,52.201687,20.83393,2.769,17,0,0,6.5,0.0,47.0,71.5,37.35
376,0,0,125,3671.91,109.6,52.2017,20.833906,3.699,17,0,0,7.0,0.0,56.5,77.0,37.35
377,1,9,123,3674.56,109.8,52.201717,20.833881,4.563,17,1,0,7.0,0.0,66.0,82.5,37.35
378,83,29,121,3678.29,109.8,52.201748,20.833857,4.221,17,27,2,7.5,0.0,76.0,88.0,37.35
379,170,61,122,3682.97,109.8,52.201786,20.83384,4.653,17,27,34,19.0,16.0,85.5,93.5,37.35
380,247,70,122,3688.23,109.8,52.201836,20.833824,5.388,17,34,48,27.5,29.0,90.0,96.0,37.35
381,441,78,123,3694.17,109.8,52.20189,20.833813,5.92,17,54,49,25.0,28.0,85.0,92.5,37.35
382,428,85,124,3700.82,109.8,52.20195,20.833813,6.367,17,48,54,25.0,24.0,85.5,79.5,37.35
383,414,91,124,3707.39,109.8,52.202007,20.833826,6.738,17,43,58,24.5,23.5,84.5,77.5,37.35
384,399,94,126,3714.33,109.6,52.20207,20.833847,7.01,17,41,53,24.0,24.0,83.5,77.5,37.35
385,380,96,127,3721.64,109.4,52.20213,20.833878,7.246,17,38,51,23.5,25.0,82.0,80.0,37.35
386,289,92,128,3728.97,109.4,52.202187,20.833923,7.47,17,30,52,23.5,27.0,79.0,84.5,37.35
387,261,91,129,3736.71,109.2,52.202248,20.833982,7.621,17,27,54,20.5,24.5,76.0,79.5,37.36
388,256,92,131,3744.76,109.2,52.202312,20.834042,7.789,17,27,62,18.0,22.5,72.5,74.5,37.37
389,266,95,130,3752.64,109.0,52.202377,20.83409,7.991,17,27,57,19.0,21.0,74.5,76.5,37.37
390,278,92,131,3760.82,109.0,52.202446,20.83413,8.197,17,29,50,21.5,21.0,79.5,79.0,37.37
391,281,87,131,3769.37,108.8,52.202515,20.834171,8.435,17,31,47,22.5,21.5,82.5,71.5,37.37
392,303,89,131,3777.76,108.8,52.202587,20.834217,8.597,17,33,50,21.5,21.0,80.5,72.0,37.37
393,313,90,132,3786.48,108.6,52.202656,20.834265,8.756,17,33,51,21.0,20.5,78.5,72.5,37.37
394,307,91,132,3795.72,108.6,52.202736,20.834318,8.91,17,32,53,20.0,20.5,76.5,72.5,37.37
395,287,92,133,3804.53,108.6,52.20281,20.83437,9.011,17,30,53,19.0,20.0,74.0,72.5,37.37
396,237,94,133,3813.49,108.6,52.20288,20.834417,9.025,17,24,55,19.0,20.5,73.5,70.5,37.38
397,271,89,133,3822.58,108.6,52.20296,20.834467,8.942,17,29,60,33.5,18.0,96.0,63.0,37.38
398,314,83,133,3831.14,108.8,52.20303,20.83451,8.9,17,36,58,29.5,29.0,92.0,83.0,37.38
399,353,83,133,3840.17,108.8,52.203106,20.834555,8.841,17,41,52,25.0,34.0,86.5,93.5,37.38
400,339,82,133,3849.26,109.0,52.203186,20.83459,8.766,17,39,49,25.0,24.5,86.0,78.0,37.38
401,339,82,135,3857.84,109.2,52.203262,20.83462,8.746,17,39,55,23.5,24.5,81.5,78.0,37.38
402,338,82,134,3866.61,109.2,52.20334,20.834639,8.746,17,39,56,24.0,25.0,83.5,82.0,37.38
403,333,82,134,3875.36,109.4,52.20342,20.834652,8.775,17,39,58,25.0,27.5,85.0,87.0,37.38
404,332,82,134,3884.03,109.6,52.203495,20.834656,8.797,17,39,57,25.5,31.0,85.5,92.0,37.38
405,347,82,135,3892.88,109.6,52.203575,20.834652,8.767,17,40,57,26.0,33.5,86.0,96.0,37.38
406,346,81,134,3901.65,109.8,52.20365,20.834637,8.715,17,41,60,24.5,30.0,84.0,90.5,37.38
407,323,81,135,3910.2,110.0,52.203728,20.834616,8.694,17,38,64,25.0,29.0,84.5,90.5,37.38
408,317,83,136,3919.07,110.2,52.203808,20.834589,8.664,17,36,61,25.5,28.5,85.5,90.5,37.38
409,339,88,137,3927.68,110.2,52.20388,20.83456,8.582,17,37,56,24.5,29.5,85.0,93.0,37.38
410,346,89,137,3936.04,110.4,52.203953,20.834524,8.511,17,37,52,21.5,32.5,80.5,96.0,37.38
411,305,89,137,3944.62,110.6,52.204025,20.834484,8.459,17,33,53,20.0,26.0,76.5,84.5,37.38
412,310,88,137,3953.09,110.8,52.204098,20.834446,8.377,17,34,55,21.5,19.5,79.0,74.5,37.38
413,322,86,137,3961.18,111.2,52.204166,20.83441,8.276,17,36,59,24.0,19.5,86.0,75.5,37.38
414,330,85,137,3969.48,111.6,52.20424,20.834377,8.171,17,37,61,26.0,28.0,90.0,86.5,37.38
415,337,84,138,3977.61,112.0,52.20431,20.834349,8.039,17,38,60,25.0,41.0,86.0,100.0,37.38
416,343,84,138,3984.99,112.6,52.204376,20.834324,7.921,17,39,59,27.0,38.5,88.0,98.5,37.38
417,392,82,138,3992.69,113.0,52.20444,20.834303,7.792,17,46,57,28.5,36.5,90.0,97.0,37.38
418,397,81,138,4000.83,113.4,52.204514,20.834286,7.717,17,47,55,30.0,34.5,92.0,95.5,37.38
419,443,80,139,4008.36,113.8,52.204582,20.834276,7.659,17,53,54,32.0,32.5,94.5,94.0,37.39
420,470,79,139,4015.88,114.2,52.20465,20.834269,7.586,17,57,54,34.5,33.0,96.5,94.5,37.39
421,482,79,139,4023.56,114.6,52.20472,20.834265,7.534,17,58,54,35.5,33.5,97.0,95.0,37.39
422,488,78,140,4030.99,115.0,52.204784,20.834269,7.483,17,60,54,36.0,34.0,97.5,96.0,37.39
423,482,78,141,4038.36,115.4,52.204853,20.834274,7.459,17,59,54,35.5,34.5,97.5,97.0,37.39
424,497,78,141,4045.85,116.0,52.204918,20.834282,7.432,17,61,55,33.5,35.0,97.0,98.5,37.39
425,495,77,141,4053.21,116.4,52.204983,20.834293,7.408,17,61,55,33.5,35.0,97.0,98.5,37.39
426,496,77,142,4060.57,116.8,52.20505,20.834307,7.408,17,62,55,33.5,35.5,97.5,99.0,37.39
427,501,77,141,4068.06,117.0,52.205116,20.834318,7.38,17,62,54,35.5,34.5,98.5,98.5,37.39
428,508,77,143,4075.49,117.4,52.205185,20.834328,7.357,17,63,56,35.0,34.0,96.5,98.0,37.39
429,487,77,144,4083.09,117.8,52.205254,20.834341,7.327,17,60,57,30.5,33.5,91.5,98.0,37.39
430,500,77,143,4090.59,118.2,52.20532,20.834354,7.305,17,62,56,32.5,30.0,95.5,96.0,37.39
431,509,76,143,4097.72,118.4,52.205383,20.834364,7.334,17,64,55,34.5,31.5,97.0,96.5,37.39
432,508,76,143,4105.12,118.8,52.20545,20.834373,7.327,17,64,55,36.0,33.5,98.0,98.0,37.39
433,503,76,143,4112.59,119.2,52.205517,20.834387,7.335,17,63,54,35.5,34.5,98.5,98.5,37.39
434,501,76,143,4119.63,119.6,52.205578,20.834402,7.384,17,63,55,35.0,36.5,98.0,99.5,37.39
435,471,77,144,4127.19,119.8,52.205647,20.834415,7.437,17,58,57,34.0,38.5,98.0,100.0,37.39
436,455,78,144,4134.92,120.2,52.20571,20.834427,7.459,17,56,57,32.0,37.0,93.5,99.0,37.39
437,452,78,144,4142.32,120.4,52.20578,20.83444,7.459,17,55,58,29.5,36.5,91.0,98.5,37.39
438,442,79,144,4149.97,120.8,52.20585,20.834454,7.55,17,53,60,27.5,36.0,89.0,98.0,37.39
439,430,79,145,4157.7,121.2,52.205917,20.834465,7.644,17,52,61,26.0,35.5,87.5,97.5,37.39
440,392,80,144,4165.36,121.4,52.205986,20.834476,7.753,17,47,60,27.0,33.0,86.5,95.5,37.39
441,392,81,144,4173.18,121.6,52.206055,20.83449,7.878,17,46,58,32.5,31.0,91.0,93.5,37.4
442,396,83,144,4181.29,121.8,52.206127,20.834503,7.953,17,46,65,38.5,29.5,96.0,91.5,37.4
443,367,83,144,4189.3,122.0,52.2062,20.834515,8.063,17,42,67,36.5,31.5,96.0,93.5,37.4
444,335,84,145,4197.6,122.0,52.206276,20.834528,8.158,17,38,65,25.0,38.0,89.5,100.0,37.4
445,289,85,145,4205.81,122.2,52.20635,20.834541,8.24,17,32,63,22.5,38.0,87.5,100.0,37.4
446,293,87,145,4213.88,122.2,52.20642,20.834555,8.34,17,32,61,23.5,28.0,91.0,88.5,37.4
447,293,87,145,4222.55,122.4,52.2065,20.834566,8.474,17,32,60,29.0,26.0,96.0,87.5,37.4
448,290,89,146,4231.44,122.4,52.206577,20.834581,8.634,17,31,59,31.5,27.0,96.5,89.5,37.41
449,298,91,146,4240.06,122.4,52.206654,20.834597,8.785,17,31,56,26.5,25.0,88.5,85.5,37.41
450,275,92,146,4249.1,122.4,52.206738,20.834612,8.91,17,29,53,22.0,23.0,80.0,81.5,37.41
451,256,93,146,4256.7,122.2,52.206802,20.834625,9.041,17,26,55,21.0,23.5,77.5,79.0,37.41
452,249,94,146,4264.63,122.2,52.206875,20.834639,9.218,17,25,56,24.0,24.5,81.5,79.0,37.41
453,247,92,146,4275.24,122.0,52.206966,20.834663,9.449,17,26,59,30.0,25.0,88.5,80.0,37.41
454,246,90,146,4284.85,121.8,52.20705,20.834692,9.612,17,26,59,33.0,27.0,92.5,83.0,37.41
455,235,91,146,4296.24,121.4,52.20715,20.834732,9.879,17,25,58,25.0,35.5,83.5,97.0,37.41
456,251,93,146,4306.29,121.2,52.207237,20.834778,10.147,17,26,56,22.5,26.5,80.0,81.0,37.41
457,251,92,146,4316.85,120.8,52.207325,20.834837,10.417,17,26,55,21.0,21.0,77.5,71.0,37.41
458,248,92,146,4327.52,120.6,52.20741,20.834913,10.724,17,26,57,19.5,21.5,77.0,73.0,37.41
459,261,91,146,4338.59,120.0,52.20749,20.835009,11.006,17,27,62,18.0,22.5,76.0,74.5,37.41
460,275,91,146,4350.18,119.6,52.207565,20.835123,11.331,17,29,62,29.5,27.0,91.0,85.0,37.41
461,281,90,146,4361.79,119.0,52.20763,20.835253,11.717,17,30,54,27.5,31.5,87.5,93.5,37.41
462,284,91,146,4374.07,118.2,52.20769,20.835402,12.072,17,30,53,22.5,31.5,80.0,93.5,37.41
463,285,91,146,4386.37,117.4,52.20774,20.835564,12.379,17,30,57,23.0,25.5,80.5,85.0,37.41
464,286,91,147,4398.86,116.6,52.20778,20.835735,12.593,17,30,62,22.5,25.5,79.5,83.5,37.41
465,265,91,147,4411.81,115.8,52.20781,20.835918,12.75,17,28,63,22.0,25.5,79.0,82.5,37.41
466,272,91,146,4424.16,115.0,52.20783,20.836096,12.869,17,29,57,21.5,25.0,78.0,80.5,37.41
467,279,92,146,4436.22,114.2,52.207844,20.836271,12.991,17,29,54,21.5,24.5,78.0,78.0,37.42
468,284,93,147,4449.25,113.6,52.207855,20.83646,13.119,17,29,51,21.0,24.0,77.5,75.5,37.42
469,278,94,147,4463.14,112.8,52.20787,20.836662,13.255,17,28,49,20.5,23.5,77.0,73.0,37.42
470,269,95,146,4476.1,112.0,52.207893,20.836847,13.404,17,27,47,20.0,22.5,75.5,72.0,37.42
471,263,94,146,4489.4,111.4,52.207924,20.837034,13.555,17,27,53,19.5,21.5,74.0,71.0,37.42
472,262,91,146,4503.77,110.8,52.207966,20.837233,13.718,17,27,55,21.0,22.0,78.0,73.0,37.42
473,293,91,146,4517.83,110.2,52.20802,20.83742,13.846,17,31,54,23.5,24.5,87.0,79.5,37.42
474,309,91,146,4531.83,109.6,52.20809,20.83759,13.89,17,32,54,20.5,27.5,83.5,87.5,37.42
475,315,91,145,4545.84,109.2,52.208176,20.837742,13.799,17,33,56,20.5,27.5,79.0,87.5,37.42
476,313,89,145,4559.45,108.8,52.208263,20.837877,13.614,17,34,52,22.5,25.5,79.5,82.5,37.42
477,285,88,145,4572.86,108.6,52.20836,20.837996,13.313,17,31,54,27.0,23.5,87.5,76.0,37.42
478,298,86,145,4586.14,108.6,52.20846,20.838093,13.074,17,33,61,33.0,30.5,99.0,87.0,37.42
479,316,85,145,4598.63,108.6,52.208565,20.83817,12.863,17,36,56,25.0,31.5,86.0,95.5,37.42
480,325,88,145,4611.42,108.6,52.20867,20.838243,12.635,17,35,46,22.0,27.5,82.5,89.5,37.42
481,293,89,145,4623.79,108.6,52.208775,20.838312,12.523,17,31,49,22.0,24.0,83.5,82.0,37.42
482,290,89,145,4636.12,108.8,52.208874,20.83838,12.442,17,31,54,22.5,23.5,83.5,80.0,37.42
483,308,88,144,4648.53,109.0,52.20898,20.83845,12.339,17,33,56,24.0,23.5,82.5,79.0,37.42
484,309,87,144,4661.1,109.0,52.209084,20.838518,12.264,17,34,53,25.0,23.5,81.0,77.5,37.42
485,302,87,145,4672.91,109.0,52.209183,20.838581,12.124,17,33,57,26.5,23.5,79.5,76.0,37.42
486,308,86,145,4684.94,109.0,52.209282,20.838646,12.068,17,34,62,27.0,24.0,79.5,78.5,37.42
487,316,86,144,4697.31,109.2,52.209385,20.838715,12.089,17,35,61,25.5,25.5,80.5,84.5,37.42
488,321,86,144,4709.04,109.2,52.209484,20.83878,12.06,17,36,58,24.0,27.0,82.0,90.5,37.42
